floors,bathrooms,kitchens,location,quality,cost
2.0,7.0,3.0,2,0,457670.71
3.0,4.0,2.0,0,0,241160.25
1.0,4.0,3.0,1,0,143615.9
7.0,7.0,1.0,0,0,895626.34
7.0,6.0,1.0,2,2,2500928.19
9.0,1.0,2.0,0,0,214319.91
1.0,1.0,1.0,1,0,42205.88
9.0,5.0,4.0,2,1,2021636.09
2.0,3.0,4.0,0,2,316639.34
8.0,2.0,3.0,0,1,535035.31
3.0,4.0,3.0,0,2,514064.79
7.0,5.0,1.0,2,0,1139586.89
4.0,1.0,2.0,2,1,222890.33
2.0,1.0,2.0,0,2,140826.56
4.0,6.0,3.0,2,1,1121918.33
4.0,4.0,4.0,1,0,459680.27
7.0,5.0,2.0,1,1,1239193.77
9.0,5.0,4.0,1,1,1566873.68
1.0,3.0,4.0,1,1,198072.09
2.0,4.0,2.0,0,1,262490.82
9.0,2.0,3.0,2,0,620040.74
8.0,7.0,4.0,0,1,1944644.3
1.0,6.0,2.0,0,0,145390.22
2.0,4.0,1.0,0,2,323225.59
1.0,3.0,3.0,0,2,181017.43
9.0,1.0,1.0,0,1,272305.91
4.0,3.0,4.0,0,2,556462.79
3.0,6.0,1.0,1,2,937473.6
7.0,1.0,2.0,1,1,337154.55
7.0,3.0,2.0,2,2,1310035.22
4.0,5.0,4.0,2,1,890513.73
6.0,4.0,3.0,2,1,1197051.55
7.0,5.0,2.0,2,1,1679922.48
6.0,5.0,1.0,1,1,1094442.39
4.0,1.0,4.0,1,2,298235.33
5.0,1.0,1.0,0,1,181557.77
8.0,7.0,2.0,2,1,2606153.77
5.0,5.0,1.0,1,2,986875.34
3.0,5.0,3.0,2,1,722427.4
8.0,6.0,4.0,2,0,1691049.65
4.0,7.0,3.0,1,1,1022969.58
5.0,1.0,2.0,2,2,336169.99
2.0,4.0,2.0,0,2,348595.07
9.0,3.0,4.0,0,0,600807.12
2.0,5.0,4.0,2,2,778389.52
7.0,4.0,1.0,1,0,626303.14
5.0,5.0,2.0,0,0,459207.21
9.0,4.0,3.0,0,1,1116768.23
5.0,4.0,4.0,1,2,1117758.23
1.0,2.0,1.0,0,2,91613.47
8.0,4.0,1.0,1,2,1373397.84
5.0,7.0,2.0,0,0,703229.62
4.0,7.0,1.0,0,0,655894.82
4.0,2.0,3.0,0,0,217264.0
7.0,3.0,4.0,2,1,1152483.63
3.0,1.0,2.0,1,0,102473.03
4.0,7.0,1.0,0,1,780259.55
3.0,7.0,2.0,0,0,443886.07
8.0,4.0,1.0,2,0,1109703.21
8.0,2.0,1.0,0,2,523841.7
6.0,4.0,2.0,0,1,740830.5
3.0,3.0,2.0,0,2,387827.1
4.0,3.0,1.0,2,0,346890.73
2.0,6.0,4.0,0,2,597956.49
1.0,5.0,2.0,0,2,231327.86
2.0,7.0,3.0,1,0,411630.17
6.0,1.0,2.0,0,2,270661.24
6.0,4.0,4.0,0,0,498607.85
8.0,4.0,4.0,2,2,2058647.51
2.0,4.0,3.0,0,1,288825.85
2.0,6.0,1.0,1,0,390723.79
8.0,7.0,3.0,2,1,2802690.92
6.0,4.0,3.0,2,1,1066048.56
5.0,5.0,2.0,2,1,1158001.76
6.0,2.0,2.0,2,1,588389.67
6.0,6.0,3.0,2,2,2169225.83
3.0,5.0,4.0,1,2,842982.12
1.0,2.0,3.0,2,1,164779.57
3.0,4.0,2.0,0,0,232858.72
8.0,3.0,2.0,0,1,748703.33
8.0,2.0,2.0,2,0,635335.38
4.0,1.0,4.0,2,1,311071.91
5.0,1.0,4.0,2,2,450111.05
8.0,4.0,4.0,0,0,715308.69
5.0,5.0,2.0,0,2,1092181.76
3.0,7.0,4.0,2,2,1546932.34
5.0,2.0,4.0,1,0,341172.35
1.0,7.0,1.0,1,1,277094.67
9.0,1.0,4.0,2,2,759364.51
2.0,3.0,4.0,1,2,360679.16
7.0,5.0,3.0,1,2,1425022.49
1.0,5.0,2.0,0,2,224818.51
3.0,3.0,3.0,2,2,672068.52
7.0,1.0,1.0,0,1,230330.02
5.0,4.0,3.0,0,1,552848.04
6.0,2.0,1.0,0,2,436910.02
2.0,2.0,2.0,2,0,187870.09
7.0,3.0,2.0,2,1,913277.57
6.0,7.0,1.0,2,1,1925700.52
8.0,4.0,4.0,2,1,1504443.74
3.0,2.0,2.0,1,0,198754.95
7.0,6.0,2.0,0,0,815964.08
4.0,7.0,3.0,2,0,1265183.83
9.0,3.0,4.0,1,2,1272524.68
8.0,2.0,2.0,2,0,571988.81
4.0,6.0,4.0,2,1,1397568.88
5.0,2.0,2.0,1,2,506886.49
6.0,3.0,3.0,1,2,869001.95
2.0,3.0,3.0,1,1,308496.56
4.0,3.0,2.0,1,0,331734.87
9.0,6.0,4.0,1,1,1904411.09
8.0,5.0,3.0,0,0,855153.21
4.0,3.0,4.0,0,2,521483.11
2.0,2.0,4.0,0,0,153096.7
2.0,1.0,2.0,1,1,111715.14
4.0,3.0,4.0,2,1,653217.18
4.0,7.0,2.0,2,2,1782382.38
5.0,5.0,1.0,0,1,698826.58
3.0,1.0,1.0,1,2,187420.61
5.0,1.0,2.0,0,0,136478.27
4.0,5.0,3.0,2,2,1286419.47
5.0,5.0,4.0,0,2,981467.98
3.0,4.0,4.0,0,1,474039.95
3.0,3.0,1.0,0,1,267767.65
3.0,6.0,3.0,1,0,500332.93
3.0,3.0,3.0,2,1,422607.18
9.0,3.0,3.0,2,1,1301676.45
4.0,1.0,3.0,0,2,213201.42
4.0,6.0,3.0,1,0,690512.06
7.0,7.0,3.0,2,1,2512474.59
2.0,4.0,1.0,2,0,278534.18
7.0,1.0,4.0,1,0,254624.45
1.0,1.0,3.0,0,2,103084.0
8.0,7.0,2.0,1,0,1321562.23
4.0,4.0,2.0,2,2,1175686.9
3.0,6.0,1.0,1,2,763906.86
6.0,4.0,1.0,0,1,641396.54
6.0,2.0,4.0,2,1,690973.26
8.0,3.0,4.0,0,0,527388.07
3.0,4.0,3.0,0,0,275057.99
6.0,7.0,1.0,1,2,1871837.89
6.0,2.0,1.0,1,1,428616.83
7.0,5.0,1.0,2,2,2017985.18
9.0,3.0,2.0,0,2,920538.95
3.0,7.0,4.0,1,2,1272081.69
9.0,6.0,2.0,1,0,1260056.98
7.0,5.0,3.0,2,0,1209247.99
9.0,4.0,4.0,0,2,1282201.67
7.0,4.0,2.0,0,0,551542.86
7.0,1.0,2.0,2,2,538381.24
1.0,5.0,3.0,0,2,241760.79
8.0,6.0,2.0,0,0,1094418.37
6.0,3.0,4.0,0,2,722253.35
1.0,3.0,1.0,2,2,221575.11
3.0,6.0,3.0,1,2,840756.03
4.0,5.0,1.0,1,0,517674.2
5.0,2.0,3.0,1,2,460772.37
1.0,5.0,4.0,0,0,140019.68
3.0,6.0,2.0,1,2,831541.16
8.0,4.0,2.0,2,1,1589671.95
2.0,6.0,1.0,1,1,416011.85
8.0,2.0,4.0,1,2,814823.35
2.0,7.0,1.0,2,2,898148.08
7.0,4.0,1.0,2,1,1192886.65
9.0,3.0,3.0,1,0,732822.1
5.0,7.0,1.0,0,1,946105.68
7.0,5.0,3.0,2,1,1914840.23
4.0,4.0,3.0,1,0,484932.17
3.0,2.0,4.0,1,0,249658.57
2.0,4.0,4.0,0,2,410579.98
7.0,7.0,4.0,0,2,1826669.23
5.0,2.0,2.0,2,0,380007.67
8.0,1.0,4.0,0,1,309926.14
6.0,1.0,1.0,2,2,378740.19
4.0,6.0,1.0,2,2,1384314.21
4.0,1.0,2.0,1,2,247193.79
3.0,6.0,3.0,2,2,1129205.98
9.0,5.0,1.0,2,0,1286716.2
6.0,7.0,3.0,0,2,1445625.28
7.0,6.0,3.0,0,1,1343013.87
8.0,2.0,3.0,1,0,476761.67
4.0,6.0,2.0,0,2,974370.72
2.0,1.0,1.0,0,2,89097.78
4.0,1.0,2.0,2,2,316924.55
6.0,4.0,4.0,1,2,1274466.43
6.0,7.0,1.0,2,2,2132650.63
8.0,4.0,3.0,1,0,899725.02
7.0,7.0,2.0,0,1,1277885.25
2.0,2.0,2.0,1,0,120419.38
8.0,2.0,3.0,1,2,711956.91
3.0,1.0,4.0,1,0,141662.86
9.0,3.0,3.0,0,2,1162703.09
7.0,4.0,3.0,0,2,1090039.03
4.0,1.0,3.0,0,0,135346.21
5.0,1.0,2.0,2,1,278888.64
8.0,7.0,1.0,0,2,2277920.49
6.0,7.0,1.0,2,0,1482265.85
6.0,7.0,3.0,1,2,2209786.58
5.0,6.0,4.0,1,0,627634.2
7.0,4.0,1.0,2,1,1325050.18
5.0,5.0,2.0,0,1,744284.9
5.0,7.0,4.0,2,2,2166278.53
1.0,7.0,1.0,0,1,244524.5
1.0,5.0,4.0,2,0,251240.31
6.0,4.0,2.0,2,0,809650.28
8.0,3.0,3.0,0,1,908174.09
1.0,2.0,2.0,1,2,166412.66
7.0,5.0,1.0,2,1,1587227.9
2.0,4.0,3.0,2,0,301904.09
8.0,5.0,1.0,1,0,987203.42
3.0,6.0,4.0,2,0,650507.63
8.0,7.0,4.0,1,0,1392122.46
5.0,6.0,2.0,1,0,856311.97
2.0,6.0,3.0,0,2,483978.58
2.0,6.0,1.0,2,2,795100.78
8.0,1.0,4.0,1,1,415699.87
8.0,7.0,4.0,2,1,2733529.88
6.0,4.0,4.0,0,0,449887.0
8.0,6.0,2.0,2,1,2346742.12
9.0,7.0,3.0,0,1,1644633.95
8.0,7.0,3.0,2,1,2117674.67
4.0,1.0,4.0,2,2,364961.77
4.0,6.0,1.0,0,0,417041.36
6.0,6.0,2.0,0,0,794196.41
9.0,2.0,3.0,2,0,600741.77
9.0,2.0,4.0,2,0,601486.09
6.0,2.0,3.0,2,0,447588.74
3.0,4.0,3.0,0,2,489088.81
1.0,1.0,3.0,0,1,90538.32
6.0,6.0,2.0,2,0,1224329.18
3.0,1.0,2.0,0,0,102112.92
5.0,7.0,4.0,0,0,657617.12
7.0,6.0,3.0,1,1,1465113.89
6.0,1.0,3.0,1,1,279852.87
6.0,1.0,1.0,0,1,181742.27
9.0,7.0,1.0,0,1,1924818.37
4.0,7.0,1.0,1,2,1221680.08
7.0,5.0,2.0,2,2,2116163.28
5.0,5.0,1.0,1,0,674001.49
6.0,3.0,4.0,1,2,914829.67
6.0,7.0,4.0,0,2,1556647.61
3.0,4.0,1.0,0,2,419566.59
1.0,7.0,1.0,2,1,336922.06
7.0,6.0,2.0,0,1,1176514.66
8.0,2.0,1.0,2,1,729496.17
7.0,2.0,3.0,1,0,391594.65
9.0,4.0,1.0,0,1,1117427.16
9.0,3.0,4.0,2,2,1763846.47
4.0,6.0,1.0,0,2,847127.97
6.0,7.0,4.0,2,2,2372316.5
5.0,5.0,4.0,1,1,1068930.25
6.0,6.0,2.0,2,0,1052446.57
3.0,3.0,4.0,1,2,583426.7
6.0,5.0,3.0,1,0,839323.16
3.0,1.0,2.0,1,1,155638.97
7.0,4.0,4.0,2,2,1883326.81
3.0,2.0,4.0,0,2,299478.85
3.0,5.0,3.0,2,1,640671.45
5.0,1.0,1.0,1,2,247551.57
2.0,2.0,3.0,2,2,333767.14
8.0,1.0,1.0,0,0,187038.67
4.0,6.0,1.0,0,2,720165.85
6.0,5.0,2.0,0,2,1092466.41
6.0,2.0,2.0,2,0,446801.95
6.0,3.0,1.0,2,2,974275.09
9.0,3.0,3.0,1,1,1022119.25
8.0,3.0,2.0,1,2,1035075.85
4.0,3.0,3.0,1,1,454660.6
3.0,7.0,4.0,1,1,833373.68
5.0,6.0,4.0,2,2,1966494.76
2.0,7.0,3.0,2,0,504280.45
1.0,3.0,1.0,1,1,120091.14
7.0,2.0,1.0,0,2,548203.63
3.0,6.0,2.0,2,0,663549.63
8.0,1.0,1.0,2,1,374672.59
3.0,1.0,3.0,1,0,105619.26
2.0,7.0,1.0,2,2,929359.04
1.0,1.0,1.0,1,0,43410.76
9.0,3.0,4.0,1,1,963343.95
7.0,6.0,3.0,0,1,1029175.9
7.0,2.0,2.0,0,1,415755.93
1.0,4.0,3.0,2,2,294235.03
7.0,2.0,2.0,2,0,467468.6
8.0,4.0,4.0,2,0,1076482.52
9.0,7.0,1.0,0,2,2296661.35
4.0,3.0,1.0,2,1,536074.15
8.0,4.0,4.0,1,1,1266618.83
7.0,4.0,2.0,0,2,1038508.42
1.0,2.0,1.0,1,2,128603.45
9.0,6.0,3.0,0,0,1013821.02
6.0,3.0,1.0,0,1,505163.67
7.0,5.0,2.0,0,2,1478313.38
6.0,4.0,4.0,0,0,536877.47
2.0,5.0,2.0,1,2,455261.78
3.0,7.0,4.0,1,2,1094524.65
1.0,7.0,1.0,2,1,400715.29
2.0,3.0,1.0,1,2,314222.55
5.0,4.0,4.0,0,2,762839.31
6.0,4.0,3.0,0,2,993793.03
1.0,1.0,4.0,2,0,113983.55
9.0,5.0,1.0,0,2,1829025.26
6.0,5.0,3.0,1,0,800569.44
8.0,7.0,3.0,0,2,2127132.31
8.0,2.0,2.0,0,1,509249.38
2.0,2.0,2.0,2,1,267256.71
9.0,5.0,2.0,2,1,2060534.86
3.0,4.0,1.0,1,2,560938.5
6.0,7.0,3.0,0,1,1246986.6
1.0,5.0,1.0,0,1,156271.79
5.0,6.0,2.0,1,2,1569021.96
2.0,6.0,2.0,2,0,448937.62
7.0,5.0,4.0,0,0,693369.11
8.0,3.0,1.0,1,0,558735.8
5.0,4.0,1.0,1,1,719267.81
6.0,6.0,2.0,0,0,801896.31
2.0,4.0,2.0,1,1,330601.08
5.0,5.0,3.0,2,1,1194240.57
5.0,3.0,2.0,2,0,518674.28
8.0,1.0,1.0,2,0,272835.81
4.0,5.0,4.0,2,0,771100.29
3.0,1.0,4.0,2,0,161709.74
5.0,3.0,4.0,2,0,595801.95
6.0,5.0,2.0,0,2,1111356.45
3.0,5.0,4.0,2,2,1037853.15
1.0,2.0,2.0,1,1,100217.32
7.0,5.0,2.0,1,0,890399.04
6.0,6.0,2.0,1,1,1209536.88
1.0,5.0,1.0,2,2,336142.48
5.0,7.0,1.0,1,0,803509.78
1.0,4.0,1.0,1,1,141363.71
8.0,2.0,1.0,2,1,818531.02
7.0,3.0,4.0,0,0,513082.26
7.0,6.0,1.0,1,1,1292321.29
1.0,6.0,2.0,1,0,176257.32
2.0,1.0,1.0,1,1,99770.17
5.0,4.0,2.0,1,1,808775.9
7.0,3.0,3.0,0,0,477503.3
8.0,7.0,4.0,0,2,2106575.78
7.0,7.0,4.0,0,0,1064791.22
8.0,6.0,3.0,1,1,1997590.61
7.0,1.0,2.0,0,0,176752.28
8.0,1.0,1.0,0,2,306200.41
2.0,7.0,2.0,2,0,459554.79
3.0,4.0,2.0,1,2,687906.18
5.0,4.0,4.0,1,1,774545.27
3.0,3.0,2.0,0,1,294578.49
7.0,7.0,1.0,0,1,1461509.79
3.0,3.0,4.0,2,0,369251.27
3.0,3.0,1.0,1,1,354337.22
1.0,1.0,1.0,0,1,43654.04
6.0,1.0,2.0,2,1,317068.26
1.0,2.0,1.0,0,1,81446.25
1.0,2.0,1.0,0,0,51713.66
9.0,1.0,1.0,2,2,609738.49
7.0,2.0,2.0,2,2,862891.44
6.0,4.0,2.0,2,1,1020874.25
4.0,7.0,1.0,0,1,920760.5
5.0,3.0,3.0,1,0,393929.3
7.0,1.0,2.0,0,2,295226.55
1.0,4.0,2.0,2,2,304952.54
6.0,3.0,1.0,2,1,871116.51
1.0,6.0,4.0,2,2,487958.19
9.0,3.0,3.0,2,0,796900.33
2.0,5.0,3.0,2,2,686464.24
5.0,5.0,4.0,1,2,1255975.42
9.0,5.0,3.0,2,1,2213176.38
6.0,6.0,1.0,2,0,1244283.66
5.0,4.0,3.0,2,1,974760.46
5.0,1.0,1.0,0,2,221777.59
3.0,6.0,1.0,2,1,975392.58
5.0,7.0,3.0,0,2,1365134.73
5.0,1.0,4.0,0,2,288550.19
7.0,2.0,3.0,2,1,790296.93
8.0,7.0,3.0,2,0,1867235.6
1.0,5.0,4.0,1,0,196860.14
7.0,3.0,2.0,0,1,584050.92
4.0,7.0,3.0,0,0,625488.0
4.0,1.0,4.0,1,1,244985.84
6.0,6.0,4.0,2,2,2252667.83
8.0,3.0,2.0,1,1,813808.96
5.0,4.0,1.0,2,1,1021325.08
4.0,6.0,1.0,2,2,1515965.79
6.0,4.0,3.0,0,0,492212.64
6.0,5.0,3.0,1,0,841216.19
4.0,2.0,3.0,0,0,194207.53
6.0,4.0,1.0,2,1,1005604.92
2.0,1.0,3.0,1,1,145393.79
9.0,5.0,1.0,0,0,884407.78
6.0,5.0,2.0,1,0,825342.36
1.0,5.0,3.0,0,1,194168.44
9.0,5.0,4.0,0,2,1590868.42
1.0,2.0,4.0,1,0,129438.98
7.0,7.0,1.0,1,2,2249888.31
5.0,6.0,2.0,1,0,742296.54
8.0,4.0,4.0,0,2,1379085.67
8.0,7.0,3.0,2,1,2967682.56
9.0,7.0,3.0,2,0,1886346.63
8.0,6.0,4.0,1,2,2549072.08
1.0,6.0,4.0,0,0,183199.48
2.0,4.0,3.0,2,2,554213.19
9.0,7.0,3.0,0,1,1690803.83
5.0,2.0,3.0,1,2,547846.37
3.0,5.0,1.0,0,0,332092.64
7.0,3.0,4.0,0,2,823007.07
4.0,5.0,3.0,1,1,722105.58
3.0,6.0,2.0,0,1,546127.46
7.0,4.0,2.0,1,1,997481.89
2.0,1.0,4.0,0,0,110354.99
4.0,4.0,4.0,0,0,310743.06
3.0,1.0,3.0,2,2,304145.34
8.0,6.0,4.0,0,1,1357984.66
7.0,5.0,2.0,2,1,1622758.94
9.0,5.0,4.0,0,2,1643582.55
6.0,5.0,4.0,0,1,931473.58
1.0,6.0,1.0,1,0,205155.81
8.0,7.0,3.0,2,0,2241889.56
4.0,3.0,3.0,0,0,304817.47
3.0,2.0,1.0,2,2,392062.65
6.0,3.0,1.0,0,1,532759.75
8.0,1.0,3.0,0,1,264663.83
4.0,1.0,2.0,1,1,185609.8
7.0,7.0,2.0,1,2,2429211.15
4.0,6.0,3.0,2,1,1105030.3
5.0,7.0,1.0,0,0,718979.77
8.0,1.0,3.0,1,1,361472.76
9.0,2.0,4.0,1,2,888189.07
1.0,5.0,4.0,2,1,394074.95
3.0,2.0,1.0,1,1,237412.31
6.0,1.0,3.0,1,0,219340.09
2.0,1.0,3.0,1,2,170039.98
1.0,6.0,2.0,1,0,204485.16
2.0,3.0,1.0,0,2,229889.2
5.0,3.0,4.0,1,2,754336.29
3.0,5.0,4.0,1,0,501890.09
1.0,4.0,2.0,0,2,214750.68
6.0,7.0,4.0,2,0,1458028.8
9.0,7.0,1.0,1,1,2254034.52
1.0,4.0,2.0,0,0,122088.43
5.0,1.0,1.0,1,1,170850.98
2.0,2.0,2.0,1,1,175627.26
6.0,1.0,2.0,2,1,348126.81
3.0,2.0,2.0,2,0,255274.88
2.0,1.0,3.0,2,0,147024.39
7.0,3.0,2.0,0,2,840692.5
4.0,1.0,1.0,1,1,178956.17
4.0,6.0,4.0,0,1,755006.57
7.0,2.0,4.0,2,1,731386.98
2.0,4.0,3.0,0,0,206806.55
6.0,6.0,1.0,2,0,1354324.2
1.0,6.0,1.0,2,1,337825.81
7.0,5.0,2.0,1,0,867996.63
9.0,2.0,4.0,1,0,568422.66
4.0,6.0,3.0,0,1,717120.11
6.0,3.0,2.0,0,2,786445.13
9.0,4.0,3.0,2,1,1432279.92
6.0,7.0,2.0,2,0,1342320.56
3.0,3.0,3.0,0,0,193941.76
8.0,6.0,2.0,0,0,979708.58
8.0,1.0,3.0,1,2,375797.68
1.0,4.0,3.0,0,1,175635.25
8.0,2.0,2.0,2,1,850130.36
9.0,5.0,1.0,1,1,1552897.92
6.0,1.0,4.0,2,1,417209.35
2.0,4.0,3.0,2,2,667781.98
3.0,6.0,4.0,0,2,693210.63
4.0,3.0,1.0,1,2,593653.38
3.0,7.0,4.0,1,2,1042940.44
1.0,5.0,1.0,2,2,354237.26
7.0,5.0,3.0,0,2,1410789.73
1.0,1.0,2.0,2,0,78769.25
3.0,5.0,1.0,0,1,333564.84
4.0,5.0,3.0,0,0,406680.79
4.0,1.0,1.0,1,1,141162.41
8.0,3.0,1.0,1,2,1111011.59
5.0,3.0,3.0,1,0,392403.05
1.0,5.0,1.0,1,0,153038.03
3.0,2.0,4.0,1,0,236753.46
2.0,1.0,3.0,1,2,202274.12
4.0,1.0,4.0,0,0,141323.89
5.0,2.0,1.0,1,2,465358.41
8.0,1.0,3.0,2,1,486461.76
2.0,5.0,2.0,0,2,421631.47
4.0,1.0,3.0,0,0,129832.17
8.0,6.0,1.0,2,1,2325228.09
3.0,5.0,1.0,2,0,468395.2
4.0,6.0,1.0,1,2,1228596.27
9.0,7.0,2.0,2,1,2623269.02
2.0,6.0,1.0,0,2,508220.07
1.0,3.0,1.0,0,0,78278.86
8.0,4.0,4.0,0,1,1086136.42
3.0,7.0,1.0,1,2,1141675.39
7.0,3.0,1.0,0,0,469051.12
5.0,3.0,4.0,0,1,524595.48
9.0,7.0,2.0,2,2,4197584.02
6.0,4.0,4.0,0,2,943971.07
1.0,5.0,4.0,1,2,329577.52
1.0,7.0,3.0,1,1,275000.14
2.0,2.0,1.0,2,1,184024.88
3.0,6.0,4.0,1,2,865753.73
3.0,6.0,2.0,0,1,609322.58
2.0,2.0,2.0,0,2,174791.86
7.0,2.0,4.0,2,2,1085092.34
2.0,6.0,1.0,1,1,505602.7
8.0,4.0,4.0,0,0,796014.31
5.0,4.0,1.0,2,1,908716.28
2.0,5.0,4.0,2,1,577808.14
5.0,6.0,2.0,2,2,1582598.02
4.0,3.0,3.0,1,2,635286.04
3.0,5.0,3.0,1,0,436409.58
1.0,2.0,2.0,1,1,119364.01
6.0,6.0,3.0,0,2,1436085.84
1.0,7.0,2.0,2,2,432987.35
1.0,5.0,4.0,2,0,260946.96
2.0,3.0,1.0,2,0,210936.76
3.0,4.0,2.0,1,2,551339.98
3.0,5.0,4.0,0,2,726478.53
8.0,6.0,4.0,0,1,1520793.59
2.0,3.0,1.0,0,0,137645.34
6.0,5.0,3.0,0,0,613722.79
1.0,1.0,3.0,0,0,61674.6
3.0,3.0,3.0,2,1,405115.87
7.0,5.0,3.0,2,2,2420905.06
4.0,3.0,1.0,2,0,401400.56
8.0,3.0,2.0,2,2,1668071.37
2.0,3.0,4.0,0,1,256148.61
5.0,2.0,4.0,0,2,373972.16
4.0,6.0,4.0,2,2,1700781.64
8.0,6.0,4.0,0,0,1030430.83
2.0,4.0,1.0,1,0,250445.53
5.0,3.0,2.0,1,2,709036.59
1.0,5.0,1.0,0,2,193321.44
4.0,7.0,2.0,0,0,645774.11
2.0,1.0,2.0,1,0,89828.9
2.0,5.0,4.0,2,2,830336.45
5.0,3.0,1.0,2,2,890277.26
1.0,2.0,3.0,1,0,99788.32
5.0,2.0,2.0,1,2,582396.76
9.0,2.0,2.0,2,0,618764.6
6.0,2.0,2.0,1,0,352247.43
7.0,2.0,1.0,1,0,362691.72
3.0,6.0,3.0,2,1,917418.33
6.0,7.0,2.0,1,1,1470759.76
3.0,7.0,2.0,1,2,938429.63
3.0,3.0,2.0,1,1,352295.04
7.0,2.0,2.0,2,0,546584.22
9.0,1.0,3.0,1,0,280332.65
5.0,6.0,3.0,2,0,1170985.81
4.0,1.0,1.0,0,2,166115.64
5.0,1.0,4.0,0,2,294650.82
1.0,6.0,1.0,1,2,264124.62
9.0,7.0,4.0,2,2,3571509.88
1.0,1.0,1.0,0,2,61351.11
3.0,6.0,2.0,2,0,677592.87
9.0,3.0,3.0,1,1,1006428.23
6.0,7.0,2.0,1,0,1151634.9
6.0,7.0,3.0,2,2,2753937.08
3.0,5.0,1.0,1,2,744187.23
5.0,2.0,3.0,0,1,333766.07
6.0,7.0,4.0,2,1,1928775.67
9.0,1.0,4.0,2,1,538419.93
8.0,1.0,1.0,0,0,188208.45
8.0,1.0,1.0,1,0,202175.4
2.0,6.0,4.0,1,2,670096.75
1.0,3.0,2.0,2,1,221425.63
8.0,6.0,4.0,0,1,1429173.92
6.0,3.0,2.0,1,1,674203.06
5.0,6.0,1.0,1,0,722783.64
9.0,1.0,3.0,2,2,678093.18
9.0,5.0,2.0,0,2,1507475.33
3.0,1.0,2.0,1,2,199105.34
1.0,2.0,3.0,1,2,180773.24
2.0,2.0,3.0,1,2,256306.16
8.0,2.0,4.0,1,0,431519.93
5.0,1.0,4.0,0,0,173081.85
1.0,4.0,3.0,2,2,318629.05
4.0,7.0,3.0,0,1,893393.61
8.0,3.0,4.0,0,0,550692.42
4.0,7.0,4.0,0,0,610225.7
2.0,3.0,1.0,0,0,129818.13
9.0,2.0,3.0,2,2,1152116.78
8.0,5.0,4.0,0,0,881481.56
7.0,7.0,4.0,1,2,2033109.7
3.0,4.0,4.0,1,0,364565.58
9.0,4.0,2.0,1,2,1620662.06
4.0,3.0,3.0,1,2,623429.31
4.0,2.0,1.0,1,2,388253.3
2.0,4.0,1.0,1,0,234889.0
1.0,3.0,4.0,1,0,139428.34
9.0,3.0,3.0,0,0,560104.52
7.0,7.0,1.0,2,1,2200064.45
6.0,7.0,1.0,0,0,726111.52
5.0,7.0,4.0,2,1,1819136.84
9.0,7.0,2.0,0,2,2499758.78
2.0,5.0,2.0,1,0,268712.84
5.0,3.0,4.0,1,2,775306.45
4.0,5.0,2.0,0,1,580345.91
6.0,6.0,1.0,2,0,1209563.67
9.0,5.0,3.0,2,1,1772367.09
8.0,5.0,3.0,2,1,1778399.56
6.0,4.0,4.0,0,2,1125577.96
3.0,5.0,4.0,2,1,918949.49
2.0,2.0,1.0,1,0,125159.34
7.0,4.0,4.0,0,1,876930.85
5.0,2.0,3.0,2,2,714906.2
7.0,2.0,3.0,0,1,396051.58
6.0,6.0,3.0,2,2,2517524.54
9.0,5.0,2.0,2,2,2752466.54
6.0,4.0,4.0,1,0,722470.29
6.0,4.0,4.0,2,2,1530138.31
6.0,7.0,4.0,1,0,1144820.21
6.0,1.0,3.0,0,2,267233.88
7.0,3.0,4.0,1,2,935193.24
4.0,2.0,2.0,1,2,401283.67
5.0,7.0,2.0,0,0,751893.25
5.0,7.0,2.0,0,1,1034326.05
6.0,7.0,1.0,1,2,2105639.77
5.0,1.0,2.0,2,0,226404.07
5.0,7.0,4.0,2,0,1220330.92
9.0,2.0,3.0,1,1,737728.08
8.0,1.0,2.0,1,1,293439.11
5.0,5.0,3.0,0,2,851359.86
5.0,5.0,1.0,0,2,1005014.56
6.0,1.0,4.0,0,2,296630.14
5.0,5.0,4.0,2,0,907203.41
4.0,5.0,2.0,0,0,448230.17
2.0,5.0,1.0,0,1,321235.62
2.0,7.0,2.0,1,1,586931.85
3.0,4.0,4.0,2,0,473966.88
9.0,3.0,2.0,0,2,1037805.32
7.0,1.0,3.0,0,2,312005.59
8.0,6.0,1.0,0,1,1400134.99
6.0,7.0,4.0,0,0,879004.43
8.0,7.0,1.0,0,1,1689974.44
4.0,3.0,4.0,2,1,664848.79
8.0,7.0,1.0,1,2,2731107.89
3.0,3.0,3.0,2,2,659867.97
8.0,5.0,3.0,2,2,2479733.4
3.0,1.0,2.0,1,2,201575.81
3.0,1.0,1.0,1,0,103590.87
2.0,5.0,2.0,0,1,310086.45
6.0,4.0,3.0,1,1,787948.45
8.0,5.0,4.0,0,2,1480281.11
6.0,5.0,2.0,0,2,1130691.98
6.0,3.0,3.0,2,1,840552.48
4.0,1.0,2.0,0,2,185252.15
9.0,7.0,1.0,1,0,1500569.63
5.0,4.0,2.0,0,1,654982.21
2.0,1.0,1.0,1,1,95154.63
8.0,3.0,4.0,1,2,1119557.41
5.0,4.0,3.0,0,1,619532.42
9.0,3.0,3.0,1,0,638035.69
8.0,4.0,2.0,1,1,1206239.01
1.0,6.0,4.0,2,0,314996.63
2.0,4.0,3.0,1,1,383187.76
3.0,1.0,3.0,0,1,141122.45
7.0,3.0,4.0,0,1,722528.42
