floors,rooms_per_floor,location,quality,cost
9.0,10.0,1,2,1451434.96
1.0,12.0,2,2,240504.64
5.0,2.0,0,2,117436.87
3.0,13.0,0,1,364081.69
8.0,11.0,1,1,1024931.1
7.0,14.0,1,0,838166.51
9.0,4.0,0,1,339407.68
6.0,14.0,1,1,937504.93
7.0,4.0,1,2,448669.13
2.0,6.0,1,0,100508.2
9.0,10.0,1,1,941337.43
4.0,5.0,1,1,240413.18
9.0,6.0,2,0,599805.59
9.0,7.0,0,0,435245.4
5.0,6.0,0,1,255306.16
1.0,11.0,0,0,63653.39
5.0,11.0,1,2,730230.94
8.0,14.0,0,2,1281987.72
1.0,12.0,1,0,101236.68
4.0,10.0,0,2,460918.67
8.0,12.0,2,0,1024092.85
5.0,7.0,2,1,458987.91
3.0,12.0,1,0,302952.54
2.0,12.0,1,0,186725.02
8.0,10.0,1,1,904669.51
5.0,9.0,0,1,398779.65
2.0,3.0,2,1,87509.75
2.0,10.0,0,1,163273.81
2.0,2.0,0,1,33377.9
3.0,12.0,2,0,381663.58
1.0,13.0,1,1,127483.55
6.0,12.0,2,2,1324893.4
9.0,4.0,2,1,539560.2
6.0,2.0,2,2,239695.02
7.0,4.0,0,0,176074.85
8.0,10.0,1,1,862768.63
5.0,2.0,1,0,80291.17
8.0,3.0,0,2,296295.38
7.0,14.0,1,0,821997.92
4.0,8.0,2,2,572491.69
9.0,5.0,1,2,711217.32
1.0,9.0,2,2,150905.03
9.0,8.0,2,1,1121683.93
3.0,7.0,1,1,257226.02
8.0,3.0,1,0,188039.64
3.0,13.0,2,0,418492.35
3.0,6.0,0,1,156867.21
7.0,13.0,2,1,1198635.02
9.0,5.0,0,2,587478.37
9.0,14.0,1,1,1278503.62
7.0,4.0,2,0,293958.22
7.0,5.0,1,1,398114.32
2.0,7.0,1,1,148171.24
3.0,5.0,1,1,176781.66
5.0,14.0,1,2,958654.02
9.0,7.0,1,1,640612.85
5.0,7.0,1,0,277315.13
6.0,12.0,1,2,1091139.08
7.0,13.0,2,2,1712464.66
7.0,5.0,0,2,413050.6
3.0,12.0,2,2,726000.31
4.0,12.0,1,0,395807.13
6.0,11.0,2,0,682423.29
2.0,7.0,1,2,208227.46
4.0,5.0,2,2,367567.24
9.0,13.0,1,2,2028203.83
7.0,8.0,0,1,497038.4
3.0,6.0,0,0,100765.11
1.0,2.0,0,1,19791.03
1.0,4.0,0,1,31694.28
3.0,13.0,0,2,480894.66
4.0,10.0,0,0,245463.83
5.0,12.0,2,0,645509.16
4.0,8.0,0,2,359617.06
6.0,10.0,0,2,727813.83
1.0,11.0,0,2,137455.22
5.0,3.0,1,2,229267.25
5.0,12.0,0,1,571439.77
8.0,4.0,1,2,463620.83
7.0,4.0,2,2,482772.69
1.0,7.0,2,0,70075.64
7.0,12.0,0,0,477851.1
2.0,14.0,0,0,162595.02
6.0,13.0,0,1,744379.59
7.0,9.0,2,0,641257.99
6.0,14.0,2,1,1224162.12
3.0,2.0,0,2,72447.0
3.0,10.0,0,0,193618.58
4.0,5.0,2,0,210035.43
3.0,10.0,1,2,423832.03
9.0,10.0,0,2,980552.69
1.0,7.0,0,1,58238.51
4.0,7.0,0,0,168452.42
7.0,13.0,1,0,705290.98
6.0,2.0,0,0,75663.08
9.0,4.0,0,1,292272.44
8.0,7.0,0,0,359859.97
3.0,4.0,2,2,244695.77
2.0,2.0,0,2,47426.87
5.0,5.0,0,0,153010.17
6.0,2.0,1,1,146893.31
8.0,6.0,0,1,441285.68
9.0,2.0,0,0,119994.96
5.0,12.0,0,2,707275.18
8.0,10.0,0,2,977587.66
3.0,6.0,2,0,186119.29
4.0,8.0,2,0,300287.55
7.0,11.0,1,1,834048.1
9.0,5.0,2,0,506399.3
7.0,3.0,2,1,280320.61
4.0,6.0,2,0,261477.17
8.0,2.0,1,0,125275.46
3.0,6.0,2,0,165987.52
5.0,2.0,0,2,102463.82
8.0,5.0,2,1,570525.87
1.0,10.0,0,2,126802.61
8.0,13.0,2,0,969032.68
5.0,9.0,1,1,496831.37
7.0,13.0,1,0,724460.31
7.0,7.0,1,2,742459.52
1.0,7.0,2,2,135777.05
4.0,8.0,2,1,467091.47
7.0,5.0,0,2,439701.34
5.0,8.0,0,0,272068.14
6.0,3.0,1,1,202729.49
8.0,10.0,2,1,1276959.63
4.0,6.0,1,2,383877.07
1.0,12.0,0,2,157048.53
9.0,7.0,2,0,578710.95
2.0,5.0,2,1,144643.96
9.0,8.0,0,0,374166.33
9.0,4.0,0,2,439079.92
1.0,7.0,2,1,93237.22
1.0,13.0,0,2,137693.9
1.0,6.0,1,2,83013.57
8.0,6.0,2,0,509511.62
7.0,4.0,1,1,320824.18
8.0,8.0,0,2,685286.83
7.0,9.0,0,0,351840.58
7.0,14.0,2,2,1992550.9
4.0,12.0,1,1,566391.74
9.0,13.0,0,2,1460582.05
5.0,10.0,0,0,350087.09
4.0,3.0,0,0,83063.32
1.0,9.0,0,2,113917.86
4.0,11.0,0,2,505632.69
9.0,5.0,2,1,648607.26
5.0,11.0,1,1,558409.68
8.0,13.0,1,1,1205562.47
1.0,8.0,2,1,117867.8
2.0,10.0,0,2,254482.06
5.0,14.0,2,1,858919.53
1.0,6.0,2,0,69096.23
1.0,3.0,2,0,32762.84
7.0,6.0,2,2,737517.2
7.0,10.0,1,2,1151601.16
5.0,7.0,2,2,653182.86
9.0,4.0,1,1,382955.01
9.0,13.0,2,2,2238884.24
9.0,2.0,1,2,278914.35
3.0,7.0,1,2,282630.52
9.0,2.0,2,2,328233.69
9.0,12.0,2,0,1214203.81
5.0,4.0,1,2,288265.24
7.0,13.0,0,2,1172177.18
5.0,13.0,2,1,908720.43
8.0,7.0,2,1,745573.62
6.0,5.0,0,2,392511.42
2.0,3.0,0,1,53658.5
3.0,2.0,2,2,117161.25
9.0,10.0,1,0,748058.86
4.0,2.0,0,1,72435.64
5.0,4.0,2,1,264589.34
8.0,11.0,2,1,1192412.54
6.0,7.0,2,0,410510.84
1.0,14.0,2,2,263228.36
6.0,7.0,1,0,343533.48
9.0,11.0,0,1,889493.87
2.0,13.0,2,0,258303.55
2.0,13.0,1,1,280024.06
5.0,13.0,0,2,748593.92
2.0,3.0,2,0,66785.6
3.0,5.0,2,0,156230.65
9.0,8.0,2,1,1029065.65
5.0,2.0,0,1,90501.94
4.0,11.0,1,2,684156.13
6.0,12.0,0,1,656642.76
1.0,3.0,1,2,46268.26
3.0,3.0,2,2,172738.25
9.0,14.0,2,0,1268236.74
6.0,13.0,1,1,940528.01
9.0,2.0,0,0,130637.39
2.0,7.0,1,0,124527.63
7.0,10.0,2,1,1103436.14
2.0,2.0,0,0,27747.78
2.0,3.0,1,2,95348.86
5.0,12.0,1,1,647127.67
1.0,3.0,0,1,25173.62
3.0,6.0,2,1,308342.29
7.0,3.0,1,0,158327.81
7.0,13.0,2,1,1230780.65
9.0,8.0,1,1,785597.96
5.0,13.0,2,0,670188.65
5.0,8.0,1,2,599059.52
3.0,12.0,1,1,394108.97
9.0,4.0,2,0,356321.89
5.0,11.0,2,2,1016396.13
3.0,11.0,1,1,395736.67
6.0,5.0,0,0,184244.96
9.0,8.0,2,0,850809.04
5.0,6.0,1,0,219196.66
3.0,12.0,2,0,414257.28
5.0,12.0,1,2,1001673.2
7.0,2.0,1,2,210326.96
6.0,11.0,0,1,614403.89
2.0,13.0,0,0,178522.86
9.0,6.0,2,1,829183.73
2.0,14.0,1,1,315335.14
2.0,6.0,0,1,112882.26
3.0,13.0,0,1,338091.6
7.0,3.0,2,1,306314.9
4.0,8.0,1,2,511289.46
8.0,12.0,2,1,1375512.16
6.0,11.0,1,0,501443.2
6.0,13.0,0,0,467329.05
2.0,13.0,1,1,289004.1
5.0,14.0,0,0,488057.3
1.0,12.0,0,2,171245.99
3.0,9.0,0,0,158425.11
3.0,4.0,0,1,108805.29
8.0,9.0,2,0,750566.39
8.0,5.0,0,0,224323.85
1.0,13.0,0,1,106328.26
8.0,14.0,0,0,739750.43
8.0,5.0,0,1,312447.62
4.0,9.0,0,1,310317.7
8.0,7.0,2,1,881054.36
1.0,14.0,0,2,170923.15
2.0,14.0,0,1,218349.9
5.0,2.0,1,1,111162.16
6.0,5.0,2,2,594756.56
5.0,10.0,1,0,367591.51
1.0,4.0,0,2,48265.49
8.0,9.0,1,0,572310.29
1.0,4.0,2,1,60219.77
4.0,9.0,2,2,629888.05
4.0,7.0,0,0,159019.6
3.0,7.0,2,2,402934.46
5.0,13.0,2,2,1249251.81
2.0,9.0,0,0,107160.57
9.0,12.0,1,0,904639.92
5.0,13.0,2,1,953693.13
3.0,11.0,1,1,346531.15
8.0,8.0,0,0,351774.99
9.0,3.0,1,1,300089.32
8.0,7.0,1,2,958928.15
3.0,10.0,0,1,270796.82
3.0,9.0,0,1,235768.15
9.0,11.0,1,1,1200757.26
8.0,4.0,1,2,468382.66
8.0,10.0,1,1,822294.11
6.0,10.0,2,1,844279.41
3.0,14.0,2,0,471576.91
5.0,5.0,0,2,321023.81
2.0,2.0,0,2,48820.39
2.0,14.0,1,2,443805.13
2.0,4.0,2,1,111033.08
3.0,5.0,2,0,138854.59
2.0,13.0,0,1,228429.47
6.0,10.0,0,0,338235.64
9.0,4.0,1,2,559723.22
6.0,7.0,2,1,698417.06
7.0,2.0,1,0,120853.78
7.0,12.0,2,0,955398.36
8.0,10.0,0,2,1005051.43
2.0,7.0,0,1,109390.82
2.0,7.0,1,0,114681.46
3.0,13.0,0,0,260447.0
2.0,5.0,1,1,112908.24
8.0,6.0,1,1,504637.43
1.0,4.0,2,0,42185.33
3.0,3.0,0,1,72014.14
7.0,5.0,2,0,376497.17
2.0,4.0,1,0,59118.26
9.0,5.0,1,1,522956.04
5.0,2.0,1,1,89290.84
7.0,8.0,0,0,398321.91
8.0,7.0,0,2,681389.02
6.0,9.0,2,2,904013.86
9.0,8.0,2,1,1130824.68
7.0,7.0,2,1,599094.12
2.0,12.0,2,1,389940.81
3.0,3.0,2,0,89876.37
8.0,2.0,2,1,239789.42
8.0,4.0,2,0,337081.69
7.0,12.0,0,0,491332.24
2.0,11.0,2,0,204798.54
2.0,2.0,0,2,50163.36
9.0,3.0,0,2,327513.11
2.0,9.0,1,0,165622.74
8.0,5.0,1,2,669741.28
3.0,12.0,2,1,517852.45
5.0,5.0,1,1,278090.59
9.0,10.0,2,1,1269555.83
8.0,8.0,0,0,386799.85
1.0,9.0,1,1,108530.85
3.0,3.0,2,2,180863.02
1.0,5.0,2,1,66491.79
4.0,9.0,0,1,316275.6
6.0,9.0,0,0,313437.86
8.0,4.0,0,0,226585.87
3.0,10.0,0,2,400773.22
7.0,10.0,2,2,1402642.98
3.0,2.0,1,1,63266.37
8.0,5.0,0,2,495942.75
8.0,12.0,0,2,1159239.48
6.0,4.0,1,0,208051.22
4.0,5.0,1,2,297414.49
2.0,2.0,2,0,42845.92
6.0,6.0,0,2,392804.35
1.0,4.0,0,2,50402.92
3.0,9.0,1,0,197835.72
2.0,8.0,0,1,124992.17
2.0,7.0,1,2,211575.2
3.0,13.0,2,0,438627.98
7.0,12.0,2,0,920838.16
2.0,13.0,2,2,501608.55
1.0,8.0,1,2,114833.96
2.0,8.0,1,2,231695.02
3.0,9.0,2,0,316717.83
8.0,5.0,2,0,409797.55
1.0,13.0,1,0,104061.41
7.0,4.0,2,0,292641.11
8.0,12.0,0,1,917977.06
2.0,14.0,1,0,231573.96
2.0,7.0,0,1,110020.25
4.0,12.0,2,1,639283.42
8.0,10.0,1,2,1124706.29
9.0,8.0,0,0,466755.38
5.0,7.0,0,1,316561.18
4.0,12.0,1,2,731147.89
4.0,8.0,2,2,656914.39
7.0,9.0,0,2,671786.62
2.0,8.0,1,2,225574.83
5.0,12.0,2,1,907088.6
7.0,10.0,2,2,1502326.04
1.0,3.0,0,2,30705.46
8.0,2.0,1,2,257569.82
1.0,14.0,0,0,77808.81
9.0,9.0,1,2,1308133.28
5.0,12.0,0,0,391470.98
3.0,9.0,1,2,413804.51
1.0,12.0,2,0,126991.56
9.0,5.0,1,2,716404.19
6.0,6.0,0,2,433112.81
5.0,9.0,2,0,506999.49
9.0,6.0,2,2,1079585.89
7.0,4.0,0,0,162975.62
5.0,13.0,0,2,819162.63
4.0,12.0,2,2,886341.69
9.0,14.0,2,1,2095538.76
2.0,13.0,1,0,211238.85
6.0,8.0,1,0,407573.53
7.0,6.0,0,0,261690.45
1.0,11.0,1,1,132480.09
2.0,13.0,1,0,177973.81
8.0,5.0,1,0,338133.95
2.0,8.0,1,1,169577.4
7.0,11.0,1,2,1275826.21
8.0,8.0,0,1,524553.53
9.0,4.0,1,2,574233.95
5.0,12.0,0,1,537674.05
8.0,8.0,1,0,504076.16
3.0,12.0,1,2,553496.12
5.0,7.0,1,1,406771.13
3.0,12.0,1,1,441957.98
9.0,2.0,1,0,132486.15
7.0,10.0,0,1,647996.47
3.0,10.0,2,0,294200.06
6.0,2.0,1,1,147997.72
3.0,4.0,1,1,129292.92
3.0,4.0,0,1,103981.08
2.0,7.0,2,1,188204.09
5.0,11.0,2,0,559220.55
6.0,8.0,0,0,312461.46
8.0,9.0,2,1,1005023.1
5.0,12.0,0,0,371087.83
9.0,2.0,2,1,236619.75
7.0,6.0,2,1,554640.55
2.0,4.0,0,0,50400.4
1.0,2.0,2,0,21474.79
5.0,13.0,2,2,1178148.14
5.0,11.0,0,1,512530.37
5.0,7.0,0,1,324349.58
5.0,5.0,2,0,257115.38
4.0,11.0,0,2,551489.52
2.0,10.0,1,2,332978.65
9.0,8.0,0,0,423902.71
4.0,11.0,0,2,489264.08
9.0,4.0,2,2,641168.96
6.0,14.0,2,0,854131.7
3.0,10.0,1,0,273917.38
4.0,10.0,2,2,841545.92
4.0,3.0,2,2,243356.26
5.0,3.0,0,2,189791.0
3.0,2.0,1,1,62444.33
9.0,9.0,0,1,673803.06
3.0,2.0,0,1,48910.25
8.0,6.0,0,2,582458.63
9.0,4.0,0,2,407989.98
9.0,11.0,2,2,1857800.51
3.0,6.0,0,2,233820.4
1.0,4.0,1,1,43889.61
5.0,3.0,0,1,133939.97
2.0,14.0,1,0,206503.95
9.0,6.0,2,0,548067.86
2.0,12.0,0,2,280252.94
1.0,8.0,2,0,75889.06
4.0,3.0,0,2,138227.67
5.0,4.0,0,2,230881.38
1.0,8.0,1,1,93585.16
3.0,8.0,1,0,185206.6
2.0,7.0,0,2,173441.49
4.0,8.0,1,2,467242.01
6.0,2.0,1,1,121307.81
7.0,2.0,2,0,146746.95
8.0,5.0,0,0,240801.36
4.0,10.0,2,2,835074.27
2.0,8.0,0,1,138029.85
1.0,13.0,1,1,154621.72
2.0,9.0,2,2,358738.66
8.0,9.0,1,1,697694.68
8.0,7.0,2,0,545157.01
5.0,11.0,1,1,609793.14
3.0,6.0,0,1,145211.29
3.0,9.0,1,2,372525.14
2.0,11.0,2,2,470272.06
5.0,8.0,0,0,257884.85
9.0,7.0,2,0,738787.46
7.0,5.0,0,1,312978.36
3.0,11.0,2,0,318897.29
9.0,13.0,2,0,1173542.92
1.0,7.0,2,1,103552.5
7.0,4.0,0,1,226239.57
4.0,9.0,1,2,589822.11
1.0,6.0,2,0,66237.32
4.0,11.0,2,2,929658.41
7.0,13.0,2,2,1733712.97
5.0,9.0,1,1,443978.42
5.0,7.0,2,1,467750.59
6.0,6.0,1,1,358735.16
3.0,13.0,0,2,490432.54
1.0,6.0,2,0,64958.4
9.0,9.0,0,0,511827.2
3.0,13.0,1,2,572609.74
2.0,2.0,0,2,48389.78
6.0,7.0,0,1,355033.99
1.0,10.0,0,1,88984.93
1.0,5.0,2,2,85957.61
5.0,5.0,2,2,458529.36
3.0,12.0,0,2,441303.98
1.0,8.0,1,1,87485.97
8.0,13.0,0,2,1210771.72
3.0,12.0,2,2,674336.86
2.0,3.0,0,0,39192.23
1.0,9.0,2,0,98370.91
3.0,13.0,1,2,517239.98
8.0,12.0,2,0,1059707.79
8.0,14.0,0,0,683945.51
7.0,7.0,2,0,483543.72
9.0,6.0,2,2,987209.38
7.0,4.0,1,2,412166.44
1.0,10.0,1,0,78450.3
4.0,13.0,1,1,572232.48
2.0,14.0,2,0,274046.52
3.0,13.0,0,0,238255.29
6.0,12.0,1,1,731427.73
6.0,3.0,1,0,148968.35
4.0,5.0,2,0,213314.06
5.0,5.0,2,2,470949.17
4.0,8.0,2,1,428588.84
1.0,13.0,0,2,162766.53
3.0,14.0,2,2,804025.77
6.0,10.0,1,1,608898.43
9.0,13.0,2,0,1135677.81
6.0,14.0,0,1,825209.8
4.0,9.0,1,1,402359.05
9.0,3.0,2,0,295818.02
3.0,4.0,1,1,138501.86
2.0,3.0,0,2,74164.35
1.0,5.0,0,0,36202.94
8.0,11.0,1,2,1295038.61
7.0,8.0,0,0,311525.48
6.0,14.0,0,1,739642.06
9.0,2.0,1,0,153947.96
6.0,12.0,1,1,837546.08
9.0,4.0,0,2,423060.24
3.0,13.0,0,2,500108.38
7.0,4.0,0,1,224009.44
7.0,3.0,0,0,152617.5
4.0,9.0,0,2,364708.31
8.0,7.0,1,2,872073.89
5.0,6.0,1,0,225838.31
2.0,11.0,2,1,293214.11
2.0,3.0,1,2,86983.4
3.0,5.0,1,2,221987.54
1.0,4.0,2,1,49889.85
5.0,6.0,2,1,461744.08
1.0,5.0,2,2,99278.21
2.0,2.0,2,2,77681.99
7.0,10.0,2,0,698754.18
9.0,14.0,1,2,1967408.84
1.0,10.0,1,1,110740.94
5.0,9.0,0,0,248551.93
5.0,10.0,1,1,567823.46
2.0,13.0,0,0,159245.63
3.0,9.0,1,1,267177.13
5.0,3.0,2,1,207137.3
3.0,6.0,0,2,229345.51
4.0,14.0,0,2,757492.04
3.0,7.0,0,2,294332.29
7.0,2.0,2,2,280630.65
4.0,4.0,2,0,153013.21
4.0,12.0,1,2,753684.53
8.0,6.0,1,0,394792.96
7.0,9.0,2,2,1223373.23
1.0,4.0,1,2,62222.66
4.0,5.0,0,1,167050.01
7.0,10.0,0,1,627963.2
8.0,8.0,0,0,382578.7
8.0,6.0,2,2,865666.78
7.0,7.0,0,1,484984.44
5.0,5.0,2,1,346727.14
9.0,11.0,1,2,1560647.49
2.0,2.0,2,2,84711.38
2.0,3.0,0,1,49806.66
3.0,14.0,0,0,279344.99
3.0,4.0,0,0,71851.43
3.0,6.0,0,0,118956.91
1.0,13.0,2,1,187701.6
2.0,6.0,2,2,203481.76
6.0,8.0,1,2,803123.36
9.0,5.0,2,2,945043.84
3.0,6.0,1,2,278258.85
9.0,2.0,0,2,214144.51
8.0,5.0,1,0,339148.45
5.0,2.0,0,1,84739.88
6.0,11.0,2,2,1327306.21
3.0,4.0,0,0,74968.18
3.0,4.0,2,0,112374.18
5.0,8.0,1,1,488683.26
4.0,12.0,2,0,524814.97
6.0,12.0,2,2,1599318.81
6.0,8.0,0,2,609951.52
9.0,7.0,0,0,429870.2
9.0,9.0,2,0,869756.77
1.0,2.0,1,0,13562.76
4.0,12.0,1,0,413625.93
4.0,4.0,0,0,98476.37
2.0,13.0,1,2,370276.93
2.0,10.0,1,2,296887.0
9.0,14.0,1,2,1934992.04
1.0,12.0,1,2,184051.81
5.0,5.0,2,0,262930.76
2.0,5.0,0,1,90696.78
1.0,3.0,2,2,57383.63
8.0,7.0,1,1,564261.77
7.0,9.0,1,0,418705.41
4.0,8.0,0,2,355590.87
6.0,9.0,2,1,730183.35
4.0,11.0,1,2,628361.51
6.0,14.0,2,0,818522.73
8.0,14.0,2,2,2208735.09
8.0,13.0,2,0,1178324.3
8.0,4.0,2,2,627124.85
5.0,4.0,2,1,290172.01
2.0,11.0,0,0,126318.67
5.0,8.0,1,0,339788.01
1.0,4.0,2,1,57340.61
1.0,9.0,1,2,138759.68
2.0,7.0,0,0,93736.49
6.0,12.0,1,1,874318.84
5.0,6.0,0,0,199557.15
6.0,13.0,0,2,853800.61
2.0,11.0,0,1,158245.76
9.0,13.0,0,2,1527662.92
7.0,8.0,1,1,619754.65
9.0,9.0,1,0,674983.36
9.0,14.0,1,1,1389051.45
9.0,10.0,2,0,983361.13
4.0,11.0,0,0,272279.77
7.0,2.0,2,0,134962.45
3.0,9.0,0,1,266101.96
1.0,10.0,2,2,182840.17
3.0,13.0,1,2,549645.81
7.0,12.0,0,2,992565.89
9.0,13.0,1,2,1597653.72
3.0,6.0,0,1,157270.97
7.0,8.0,0,2,564598.82
3.0,10.0,2,1,388771.32
6.0,5.0,1,1,315967.34
1.0,12.0,2,0,114376.01
7.0,6.0,1,2,714384.43
4.0,10.0,2,1,608497.16
2.0,4.0,2,1,116842.05
4.0,7.0,0,2,345256.22
2.0,4.0,0,1,72516.97
3.0,4.0,0,1,111838.54
2.0,9.0,1,2,292006.98
9.0,3.0,2,2,574696.35
4.0,9.0,2,1,483048.43
9.0,3.0,1,2,435375.71
3.0,6.0,1,2,281449.82
9.0,8.0,0,1,704799.28
9.0,3.0,1,1,328987.67
3.0,4.0,2,1,187590.54
5.0,8.0,1,0,321852.31
4.0,13.0,2,1,727005.58
8.0,9.0,1,0,557976.16
5.0,14.0,2,0,577914.33
1.0,14.0,1,1,150517.76
1.0,8.0,1,0,68511.02
7.0,14.0,0,1,821685.29
2.0,11.0,1,1,228309.54
8.0,7.0,0,2,744075.52
5.0,12.0,1,2,907036.19
2.0,13.0,2,1,371913.89
8.0,12.0,2,1,1429603.71
1.0,14.0,0,0,93131.85
7.0,4.0,2,2,554965.24
6.0,7.0,0,2,471610.03
8.0,3.0,0,0,154852.5
2.0,5.0,2,0,101337.29
3.0,11.0,1,2,513268.44
9.0,14.0,2,0,1336616.41
3.0,12.0,0,0,223963.86
7.0,13.0,2,1,1270829.75
6.0,3.0,2,2,372382.47
1.0,4.0,2,2,73809.62
2.0,4.0,0,1,83137.05
1.0,3.0,2,1,38815.89
8.0,9.0,2,1,1088124.95
3.0,8.0,1,2,342839.09
2.0,6.0,1,2,171625.23
1.0,14.0,2,2,267518.59
2.0,2.0,1,0,30583.9
9.0,11.0,0,2,1165211.8
9.0,4.0,2,1,511355.72
5.0,13.0,2,1,952936.16
9.0,8.0,0,0,464885.37
4.0,14.0,0,0,362528.94
9.0,6.0,0,1,515690.7
2.0,14.0,2,1,384758.69
4.0,11.0,1,2,589061.91
4.0,14.0,0,2,624970.86
6.0,11.0,0,2,797652.75
5.0,11.0,0,2,624275.68
9.0,6.0,2,2,1138598.21
8.0,10.0,2,0,848663.17
4.0,3.0,2,1,174921.31
1.0,5.0,0,2,63070.13
5.0,2.0,2,1,159315.55
8.0,11.0,2,2,1624735.8
9.0,5.0,1,2,619987.63
1.0,11.0,0,0,62827.44
7.0,10.0,0,0,426813.58
9.0,6.0,2,2,1055191.25
4.0,6.0,1,2,379410.45
5.0,2.0,2,1,154169.42
8.0,10.0,0,1,703413.47
5.0,13.0,1,2,998446.95
8.0,3.0,2,2,412939.05
6.0,9.0,1,0,458489.85
6.0,9.0,0,1,443741.56
3.0,5.0,0,0,101771.17
3.0,6.0,1,2,284237.19
8.0,11.0,1,2,1379756.12
9.0,4.0,2,0,373168.73
1.0,6.0,2,1,77271.62
7.0,10.0,1,1,775460.83
4.0,11.0,0,0,301290.47
3.0,3.0,1,2,146877.65
1.0,11.0,2,2,197819.14
4.0,2.0,0,0,52903.08
6.0,14.0,2,2,1599791.39
1.0,5.0,2,1,75641.06
8.0,8.0,0,2,742832.88
9.0,11.0,0,1,878706.31
3.0,2.0,0,0,39661.21
4.0,14.0,1,2,841385.86
5.0,7.0,0,2,456167.02
9.0,4.0,1,2,568295.48
6.0,13.0,0,2,893115.67
2.0,4.0,2,2,139051.64
6.0,12.0,1,2,1012050.97
2.0,9.0,2,1,268286.84
6.0,14.0,2,1,1143435.1
3.0,12.0,1,2,549224.54
3.0,6.0,2,1,247110.89
8.0,5.0,0,0,245507.33
2.0,12.0,2,1,298652.65
2.0,9.0,2,0,179106.23
7.0,14.0,1,2,1470054.44
3.0,11.0,2,0,350148.02
2.0,7.0,2,0,135686.48
2.0,14.0,2,0,293092.25
9.0,9.0,2,1,1236072.52
4.0,6.0,0,2,291313.02
2.0,6.0,1,0,106118.47
2.0,11.0,0,1,195045.09
6.0,11.0,0,2,842776.18
8.0,12.0,0,2,1177360.79
7.0,3.0,1,1,258668.26
9.0,9.0,2,0,854683.34
8.0,7.0,2,1,831689.38
5.0,9.0,2,1,635848.39
7.0,14.0,1,2,1360274.45
6.0,14.0,0,0,584600.72
7.0,5.0,2,2,662331.61
2.0,5.0,1,2,151619.95
4.0,11.0,1,1,457909.46
8.0,2.0,0,1,144389.94
2.0,12.0,1,1,281476.54
7.0,3.0,1,1,238306.78
5.0,4.0,1,1,223584.45
7.0,14.0,0,0,582582.57
3.0,6.0,2,1,260852.77
7.0,14.0,2,0,1112642.92
6.0,8.0,2,2,873524.25
7.0,8.0,1,2,871275.3
8.0,3.0,0,0,147268.48
5.0,6.0,0,0,178016.36
5.0,3.0,2,1,217746.67
8.0,2.0,2,0,177319.08
1.0,10.0,0,0,72028.65
9.0,7.0,2,1,952081.0
7.0,3.0,2,1,315859.19
3.0,2.0,2,0,64513.39
3.0,9.0,0,2,314238.75
7.0,7.0,2,1,782583.87
9.0,7.0,0,2,690822.0
7.0,5.0,2,1,456088.59
2.0,10.0,0,2,205025.57
7.0,2.0,2,2,310849.93
8.0,2.0,1,1,171559.53
2.0,7.0,0,1,106827.21
1.0,12.0,2,2,223331.95
7.0,6.0,0,2,463002.27
5.0,8.0,1,0,324438.86
5.0,2.0,1,1,105513.61
8.0,12.0,1,2,1360624.71
1.0,7.0,0,1,63842.18
9.0,5.0,0,1,424660.52
3.0,13.0,1,2,670200.93
7.0,11.0,2,0,796246.49
3.0,3.0,0,0,60828.97
6.0,9.0,0,2,642476.4
2.0,11.0,0,0,144147.3
7.0,3.0,1,0,154336.12
8.0,7.0,1,1,585513.12
8.0,4.0,2,2,569189.47
5.0,7.0,1,2,523240.51
2.0,6.0,2,1,167421.17
4.0,6.0,2,2,442045.61
9.0,2.0,0,1,157601.55
4.0,11.0,2,2,758232.75
8.0,9.0,2,0,790496.26
2.0,11.0,0,1,192146.97
6.0,3.0,0,1,163382.64
1.0,2.0,1,2,33714.1
3.0,13.0,2,0,422672.23
8.0,14.0,1,0,807729.7
4.0,8.0,1,0,241716.37
4.0,9.0,2,2,685954.76
8.0,6.0,1,2,673739.01
4.0,2.0,2,2,148642.63
7.0,6.0,2,0,449664.99
8.0,14.0,2,2,2160100.11
8.0,5.0,2,2,798232.72
5.0,14.0,1,0,661233.88
1.0,5.0,0,2,60361.33
6.0,4.0,0,1,209819.15
2.0,2.0,1,2,56685.85
2.0,8.0,2,1,247678.75
6.0,13.0,0,1,707692.52
7.0,6.0,2,0,482641.05
7.0,11.0,0,0,511049.0
6.0,5.0,0,2,324171.39
8.0,13.0,1,0,776927.86
7.0,13.0,2,0,882279.75
5.0,7.0,0,1,286283.02
8.0,13.0,1,2,1508327.06
7.0,9.0,2,0,584073.36
8.0,5.0,1,1,413880.97
5.0,13.0,2,1,1038146.46
4.0,13.0,2,1,732463.29
6.0,7.0,0,0,252782.49
7.0,12.0,2,0,883142.31
8.0,9.0,1,2,1174076.34
9.0,13.0,0,2,1576129.84
5.0,10.0,0,0,324698.4
7.0,2.0,1,1,167640.93
1.0,11.0,1,1,114749.23
6.0,6.0,0,1,338222.68
2.0,13.0,1,0,199468.79
6.0,5.0,2,0,302482.35
5.0,10.0,2,1,698368.94
3.0,6.0,1,2,296629.26
3.0,12.0,2,1,522214.66
1.0,6.0,1,0,52191.98
1.0,10.0,1,1,106978.02
9.0,11.0,2,1,1335585.77
5.0,3.0,2,1,244492.25
7.0,4.0,0,2,308781.19
1.0,4.0,0,0,24463.54
8.0,12.0,2,1,1438802.5
2.0,5.0,1,2,156443.8
